rewardsSnapshot0,rewardsSnapshot1,rewardsSnapshot2
"[ 267.42665509  396.18541045  181.50443794  309.28179196  181.50443794
  309.28179196  342.0006572   422.43663218  461.89084243  181.50443794
  499.30934262  141.32803668  578.37764076  354.73296603  239.4942681
  461.89084243  181.50443794   28.67121168  342.0006572 ]","[ -59.88264631  847.61886328  456.69431165  592.19192119  807.49310649
  358.03998233  280.36189674  547.65348146  954.63470026  528.59135985
  461.82454778  724.86746327  741.84216201  111.76592386  422.13405061
  419.15504594  528.59135985  318.5117105   324.3805797 ]","[ 117.53337851  214.25049191 -169.66751416  257.21869982  540.74015064
 -220.96555997   36.40007749  288.20938738   46.44849631  430.76639587
  599.91645349  409.75874315  409.75874315  560.71212614  251.4119043
  117.53337851  214.25049191  366.81398632  251.4119043 ]"
"[ 116.40385011  448.71408867  -48.89440052  116.40385011 -209.1344427
  326.25706883  116.40385011  448.71408867  419.16238761  160.60610323
  287.9491813   462.18820755  359.07572897  421.4616614   448.71408867
  448.71408867  257.55073111  160.60610323  288.14634394]","[ 267.51519524  586.46357114  871.88813289  749.30508575  267.51519524
  586.46357114  683.73246081  650.86178607  827.43293433  652.79535214
  668.04166301  780.60702485  599.658479    861.02734035  281.83262741
  837.36138008  638.64139688  213.5921351   745.18785474]","[  37.82237872  475.47711688  374.00748598   60.42371373   68.25195365
  311.76569708  272.21499701  430.93445392  301.83294202  542.3749103
  527.25908882  491.44355353  542.3749103   531.84251421 -354.34752073
  531.84251421 -354.34752073   37.82237872  475.47711688]"
"[ 201.74068801  421.10207358  201.74068801  421.10207358   87.42036552
  174.65543003  381.18243246  240.375945    -11.12928972  130.85945062
   93.14222756  421.10207358  298.42512886  238.63633681  201.74068801
  153.45362495  130.85945062  201.74068801  421.10207358]","[ 866.45987879  169.49086782  387.91739113  610.64025453 -234.4792541
  792.22966494  177.2183476   523.13781814  157.05081019  427.50009506
  529.08989779  427.50009506  529.08989779  372.79892697  387.35135873
  710.82587083  515.12337494  707.81940728 -343.22653054]","[  43.08187316  271.62177447  488.09914211  240.12910928  252.86724303
  437.69336699  311.50361792  154.44675703  311.50361792  154.44675703
  373.13250604  515.23081143  240.12910928  363.19486748    1.03997331
  573.07553071  103.43561592   43.08187316]"
"[ 237.50777167  247.12946044  199.32959425  160.66828838  333.74681486
  241.88943323  460.44975193  241.88943323  311.39582313  406.52438748
  333.74681486  438.97383557  279.2661564   333.74681486  241.88943323
  376.64393036  460.44975193  333.74681486  241.88943323]","[ 832.90183125  845.96535208  346.65433926  834.05398345  789.44512338
  169.66489372  631.87822258  718.2002282   725.66607699  750.5320481
  997.4874406   328.81842445  725.66607699  750.5320481   806.61950995
  480.55584776  977.39442624  487.71666019  864.77666033]","[ 325.20784191  560.55666831   19.75547364  340.66375776  211.61240569
  -93.85368378 -111.71282676   10.29227144   16.91232365   19.75547364
  560.55666831  490.35464651 -111.71282676   10.29227144  305.57436811
  462.86067778  196.81873026  175.84490997  461.77186729]"
"[ 153.3724677   153.3724677   564.56070085  202.68599337  297.97841963
  343.25485031  381.75652323  102.49742787  429.25439759  -84.94125655
  466.24100368  194.50247728  102.49742787  102.49742787  429.25439759
  429.25439759  -49.87988221  102.49742787  429.25439759]","[ 232.55754742  637.22598083  793.37230859  330.98770363  507.7136003
  729.92852525  232.25719101  672.11382228  759.73245649  755.25267801
  729.14183771  557.28434297 -105.51218538  289.0986533   381.7736455
  211.16771853  628.0285739   232.25719101  672.11382228]","[ 245.84559061  258.50194031  321.55945859  204.104375    354.62169633
  437.65815563  587.63641237  224.027069     81.09395547  321.55945859
  413.37712479  174.52323696  -18.08589386  131.95522176  321.17892018
  238.45113295  131.95522176  531.88906267  321.17892018]"
"[ 331.17399928  199.63587354  334.64563078   88.28919707  435.29193785
  560.96471161  271.72782087  199.63587354  334.64563078  433.70837526
  417.23494536  247.20835739  230.27079593  199.63587354  334.64563078
  306.1491335   199.63587354  334.64563078  299.27247354]","[  537.48036103   735.40286328   763.98988118  1033.59862966   288.80679057
   784.38341557   836.91165212   656.65722697   707.88198943   873.14382889
   347.60233482   572.81439923   647.19812163   914.16222521   681.58171866
    71.06550637   950.52362805   903.12883373   707.88198943]","[ 740.02915669  311.73496491  457.16302462 -332.75002793  311.73496491
  259.90986304 -160.96725986  264.49620492  112.35226386  392.27194299
  236.22191999  112.35226386  326.49147073  264.49620492  390.22479126
  443.38937485  172.4806932   266.69725328  137.80768404]"
"[ 388.52258797  540.01289443 -133.34428     318.3655806   388.52258797
  540.01289443  144.85074856  146.83023812  540.01289443  404.50732531
  262.4644359    23.75652035  388.52258797  340.13234559  244.57011671
  154.97814229  300.99762193  388.52258797  540.01289443]","[ 169.00198467  746.33018083  280.78502787  724.67917587  861.01320585
  202.64079081  323.51748101  767.59231468  704.5580607   502.07726402
  476.10012064  786.36521116  334.50290089  719.29577434  584.50045924
  944.33352635  778.3352614   465.24437451]","[ 369.82589198  549.20472567  233.72890951  355.91066661  564.69112608
  214.36461654  411.45762501  361.63902247  -96.63155138  373.27713586
  570.47642036  233.72890951  438.60642859 -149.67739149  214.36461654
  238.12822575  133.2314057    62.41938972 -194.30583988]"
"[  90.40203128  118.27386231   90.40203128  118.27386231   90.40203128
  347.28658461  198.52449965  295.80371116  301.6686608   322.91081937
  369.28749034  495.6346517    71.47052254  448.29833008   33.67408352
  413.9155259    90.40203128  118.27386231]","[  503.3235388    815.91229315   845.03552293   479.83675149   507.26154191
   707.88144089   242.91951548   512.09300107   850.41215585   103.47876931
  -347.45012907   484.25067263   644.46192289   689.07193578  1294.35080676
   523.48510369   810.74131877   -24.00998172   774.30583081]","[  49.39822467 -106.55169344  409.29631301  244.55284376   46.38420039
  373.53608021  -95.91569996  194.12004398   93.38961705  -91.04463661
  -49.04610294  211.61870221 -103.07114764 -198.89740048  303.14736145
  118.085973    -51.14097721 -236.70934009  409.29631301]"
"[ 250.66422901  390.57649668  390.57649668  166.25338978  199.50067938
  188.59007788  384.36539013  250.66422901  421.71574264  479.80302719
  390.57649668  166.25338978   83.88439547  433.83990473  184.85801386
  390.57649668  166.25338978  332.9074421   263.89764386]","[ 429.22909424  609.63717948  497.34003191  766.61191197   40.37206306
  381.18153731  397.87439469  612.29559557 -378.07509407  565.13668945
  847.28868799   -9.35240296  385.46790862 -184.55539215   29.79344591
  653.25302669  753.0831001    70.8277487   195.90275051]","[ 467.63147789  390.33358692  274.12824584  183.2482045   307.28139716
  707.17829314  183.2482045   407.76260621  309.15765465 -108.00462974
  300.91203794  361.09781154 -112.96742875 -190.37137358  361.3739535
  694.58265209  582.43941693  318.22186769   51.61777733]"
"[ 277.0219082   534.53731213  436.41158394  220.34014233  290.32785299
  436.41158394  436.41158394  220.34014233  325.0853213   290.32785299
  309.01037659  436.05179219  436.41158394  220.34014233   85.50875695
  228.40355976  242.27020649  245.16451698  277.0219082 ]","[ 970.42934992  578.5103044   265.51772298   82.5050671   439.43303532
 -160.91887748 -477.34069526  331.32774541  789.00845734  111.75721937
  429.94157554  586.11807327  902.32847394  -48.17633448  397.74449993
  251.12046122  425.64548067  178.75660235  572.09801304]","[ 177.94675645  171.55337098 -163.69996616  279.55977691  362.98284977
  177.94675645  297.81261921  152.90424433  511.46899928  457.45238662
  569.61030427  457.45238662  183.80867426  160.73372327  165.00057684
  234.28741722   59.80571731  590.39895953  275.38307025]"
"[  98.10410791    8.55288193  288.65233475  277.08200139  364.67574272
  288.65233475  197.11322045  428.54725218  277.08200139  195.14619379
  370.03217229  197.11322045  177.81378281  277.08200139  195.14619379
  209.40013931  193.19081857  277.08200139  195.14619379]","[  527.2100255    748.24171213   760.27384753   120.49830034   568.05381564
  -222.43821979   451.41229917   279.90201738   280.66689243   735.24173984
   677.04688636   746.35591411   229.60808507  1002.57268458   109.87358101
   774.58465238  1002.57268458   718.03061312  1116.28066956]","[-287.10838486  442.88865998  493.66751818   50.38424198 -209.08885974
  336.42154412  183.65489976  455.8977224   117.85695923  414.1090886
  249.46492246  908.7153099   305.16066173  176.2876182   328.19802752
  165.01371911  240.85629367  240.85629367   93.42444613]"
"[ 385.11714708  294.02038521  183.67780709  209.39098686  209.39098686
   59.9705899   209.39098686   59.9705899   469.26914917  198.44360524
  269.22035487  588.498501    -44.58034964  363.30700995  350.43075861
  183.67780709  209.39098686   59.9705899   363.30700995]","[ -193.24231085   686.08785269  1181.51546464   916.30717241   463.57019522
   349.98166805   662.29006106  -361.88522228   306.45082478   276.85036895
   -46.67593659   221.78315038   698.51097568   570.89580406    62.12311767
   202.96060874   574.97371449  -193.24231085   686.08785269]","[ -1.13677162e+02   3.58811574e+02   7.04712534e+01   2.10113537e+02
   1.93084099e+01   5.12245245e+02   8.75532322e+01   1.73812533e+02
   1.73812533e+02   7.14065353e+02  -3.89998413e+02  -3.27023455e+02
  -2.24851968e+02   4.78819284e-01   4.52627147e+02  -1.92048562e+02
   1.00781400e+02   3.19992534e+02   3.12846309e+02]"
"[ 268.73365216 -200.73833935  189.15429301  316.83936951  151.94544104
  -67.73441156  426.91980511  189.15429301  316.83936951  189.15429301
  316.83936951  268.73365216 -200.73833935  187.54260152  189.15429301
  449.69915417  187.54260152   74.08908183  352.92474466]","[ 150.06925036  665.86442673 -157.55029038   95.24516732 -157.55029038
   95.24516732 -154.36985654  681.72266812  387.8326131   313.41680314
    7.27635019  692.80238986  575.15034259  268.3158931  -280.32151871
  501.05077041  246.7106899  -141.06437463    7.10115018]","[ 528.19733309  105.40868026  274.42233954   82.49713715  515.24246069
  -48.03381789  411.66532944  317.17872424   73.83617113  186.42728969
  105.40868026  809.02721277 -270.7782349   290.03133842  717.6164335
 -137.51783962  687.32698448 -134.92469896  203.07523668]"
"[ 258.17942701  453.18648085   95.00142484  485.23543992  275.04434656
   15.24618974   86.512382   -323.73147156   95.00142484   95.00142484
  485.23543992  484.41851456   95.00142484  141.85971434  484.41851456
   -1.75164381  115.3937473    -1.75164381  115.3937473 ]","[ 460.6405862   204.98900639  413.92154041 -192.61737606  823.00741678
  351.87720429 -331.20204631 -361.25159516  139.10747334  227.41759674
  254.29605967  901.8312859   460.6405862   204.98900639 -200.54220554
  176.42266744  281.10223094  610.70150155   67.66545326]","[ 100.55005678  399.19980609  246.61519663  214.43510543  636.27359519
 -208.2329948   309.37228091  636.27359519  119.44207693  159.17163776
 -195.84036761 -116.69168773  300.91939028  -87.54176036 -238.55979044
  433.6374923   576.96890704  175.86653785  444.14950765]"
"[ 424.42782817   16.43864317   16.43864317 -129.19884643  328.77747051
 -103.05448753  424.42782817   16.43864317   16.43864317 -129.19884643
  349.04636706  424.42782817  487.91231217  298.91471935  325.19355691
  192.47860089  271.38081889  192.47860089  271.38081889]","[  726.83771652   405.7974546    -88.04908816   840.8163879    387.29628578
    57.49997481   539.02238973   -13.29323897  -123.82689755   121.7302022
  1022.80549416  -293.15381183   311.28562661   660.78449905   770.0398259
   708.04043359   380.88010105  -293.15381183   311.28562661]","[ 351.34287914   80.16749791  778.18254454  244.09776982  114.85714867
  232.95457232 -312.27837151  114.85714867  -28.25317899  -44.16416951
  246.69418803  418.86876456 -119.2432184  -418.55735487  466.88645328
  336.16153526 -140.97639457 -321.94407874  187.16682018]"
"[ 137.75959445  160.85930688  170.05667615  301.71137439  317.78970497
  436.49837126  137.75959445  160.85930688  160.85930688  146.12349188
  344.7722427   137.75959445  341.71955265   72.63064411  157.24850821
  292.58646738  160.85930688  157.24850821  292.58646738]","[  749.70879302   895.02776843   729.65644944   695.34277118   842.35631412
  1068.18077768    29.52477558   235.78917467   602.34493741   234.65203668
   555.1677843    551.18261708   774.27114315   551.18261708   774.27114315
   721.44101336   850.45185611   138.57278952]","[ 275.01129263  695.35213671  582.38558252  495.43290355   47.89169271
  250.63274445  435.27352998  537.16419214  119.45187599  198.54903982
  108.37576626  462.32910538  239.73126319  160.09298788  406.44677926
  379.61963804  236.09265103  197.43589535 -315.780972  ]"
"[ -29.06220806  -95.1782831   -29.06220806  -95.1782831   -50.46261261
  -29.06220806  202.82289345  317.66433115  438.2376579   372.2241947
  379.60521054  582.72765358  380.10159066  -29.06220806  -95.1782831
  -95.1782831   486.39472194  438.2376579   372.2241947 ]","[  395.47828647   121.8498407    440.0808782   1125.6531772    717.50423452
   429.9520214    484.83405846    97.415274     162.78948764  -449.67687351
  -158.72086999   -84.17795733   126.83911793   294.12188451   213.68195427
  -299.00133877   409.67247237   126.83911793   182.91447121]","[ 447.40115128  533.47513853 -248.24163226 -312.27949775   71.12283854
 -300.93487389  340.1109118   387.6829104   248.55579977  272.26918788
  200.56494142  173.79472074   74.55230288  347.3366235  -212.78545645
  546.58743797  254.74501447  352.23473432  103.50357982]"
"[ 540.26691683   96.00795883  212.2369201   212.2369201   105.02537127
  -44.86803823  219.11410768  -44.86803823  219.11410768  102.87998815
   38.40686009  219.11410768  440.76424022  431.39908766 -177.384553
  198.490445    -44.86803823  -44.86803823  219.11410768]","[ 813.70001125   -4.1116697   357.11688255  898.7363967  -225.82808237
   90.53097479  -12.46651381 -124.02791688 -243.70801969  497.1994516
  190.37908179  668.05988535  959.19213765  784.17469739   92.30380651
  354.1720534   215.44204498 -405.02016368 -405.02016368]","[ 161.77670766   18.39838117  335.04892962  421.50672049  152.34853832
  408.08618464  228.85930388  763.88485127  314.11385927  192.88077922
  600.87436632  161.77670766  549.26768143  700.98196496  365.99916645
  441.73028236 -396.06053297  626.27837141 -393.67634042]"
