policyParams0,policyParams1,policyParams2,policyParams3,policyParams4,policyParams5,policyParams6,policyParams7,policyParams8,policyParams9
"[ 0.02362679 -0.2272713   0.130929   ..., -0.00391886 -0.0762234
 -0.03623119]","[ 0.10654492  0.01955036 -0.05272986 ...,  0.0252911  -0.09609066
 -0.08986449]","[ 0.28118541  0.22087305  0.0432351  ...,  0.11180322 -0.0413141
 -0.03500541]","[ 0.36062468  0.00687608 -0.37917492 ...,  0.03510104  0.09389849
  0.30885538]","[-0.16044993 -0.25730531 -0.02400147 ..., -0.08287374 -0.09244555
 -0.06427776]","[ 0.10721799 -0.33642662 -0.08256234 ...,  0.0589533  -0.01393352
 -0.09441224]","[-0.0896605  -0.00998997  0.36094931 ..., -0.09644271  0.07135781
 -0.03004895]","[ 0.12775681  0.35458714  0.2221249  ...,  0.06690755 -0.05905223
  0.02650234]","[-0.23359307  0.28697579  0.05560704 ...,  0.09505052 -0.09862351
 -0.08904087]","[ 0.01913237  0.12385987  0.12720089 ..., -0.06988709  0.0555028
 -0.00719638]"
"[ 0.02597341 -0.22424023  0.12945849 ..., -0.00215547 -0.06697195
 -0.03983822]","[ 0.10792705  0.01916522 -0.04834556 ...,  0.02534734 -0.09904133
 -0.08749115]","[ 0.2764453   0.21979327  0.04063204 ...,  0.11192765 -0.04354159
 -0.03539328]","[ 0.36219439  0.00714876 -0.38243199 ...,  0.03846268  0.09001864
  0.31022609]","[-0.15948814 -0.25567339 -0.02413035 ..., -0.08326779 -0.09319982
 -0.06462643]","[ 0.10723145 -0.33492939 -0.08297415 ...,  0.06189042 -0.01273924
 -0.09435755]","[-0.0879652  -0.01437756  0.3624414  ..., -0.09595846  0.07149286
 -0.03228479]","[ 0.12694141  0.35450662  0.22078725 ...,  0.06683716 -0.06306707
  0.03073793]","[-0.23324722  0.28625648  0.05561104 ...,  0.09842409 -0.09962187
 -0.0884051 ]","[ 0.01929098  0.12314914  0.12789304 ..., -0.06982621  0.05002621
 -0.0115684 ]"
"[ 0.02337622 -0.22461085  0.1254399  ...,  0.00047134 -0.06109774
 -0.04309033]","[ 0.10754314  0.01889465 -0.04869259 ...,  0.02622798 -0.10029158
 -0.08622003]","[ 0.27193869  0.21586927  0.04062598 ...,  0.11485299 -0.04528867
 -0.03780039]","[ 0.36297182  0.00538346 -0.37955588 ...,  0.03770175  0.08883227
  0.31080642]","[-0.1590841  -0.25429249 -0.02441076 ..., -0.08131135 -0.09452094
 -0.06412402]","[ 0.11032054 -0.33757361 -0.08390336 ...,  0.06438232 -0.0091908
 -0.09592976]","[-0.08679196 -0.01558816  0.36321413 ..., -0.09815598  0.07059196
 -0.03549141]","[ 0.12604521  0.35449511  0.22154397 ...,  0.06898069 -0.06630478
  0.03318587]","[-0.2342424   0.28894034  0.05434641 ...,  0.1009914  -0.09769828
 -0.08945089]","[ 0.01658609  0.12407431  0.12887194 ..., -0.07187278  0.04916709
 -0.01586407]"
"[ 0.02049817 -0.22632337  0.12081674 ...,  0.00376002 -0.05737581
 -0.0476516 ]","[ 0.10687514  0.01664072 -0.04840605 ...,  0.02510192 -0.09545285
 -0.08797922]","[ 0.26629729  0.21247075  0.04410392 ...,  0.11826769 -0.04581906
 -0.04010986]","[ 0.36283973  0.00235679 -0.37375518 ...,  0.03646894  0.08758636
  0.30868307]","[-0.16097074 -0.25537862 -0.02405886 ..., -0.07833785 -0.09439988
 -0.06470847]","[ 0.11286121 -0.34004725 -0.08558814 ...,  0.06782534 -0.00919717
 -0.09874427]","[-0.08669438 -0.01506797  0.36134607 ..., -0.099658    0.07114384
 -0.03843333]","[ 0.12265431  0.35419921  0.22362065 ...,  0.06934434 -0.06863793
  0.03466586]","[-0.2335053   0.29191476  0.05153797 ...,  0.09904314 -0.09810143
 -0.08933516]","[ 0.01969827  0.12397136  0.13479079 ..., -0.07395683  0.04627225
 -0.01621384]"
"[ 0.01751348 -0.22789556  0.11704226 ...,  0.00799528 -0.05390873
 -0.0477401 ]","[ 0.10338123  0.01301865 -0.05258856 ...,  0.02690828 -0.08716989
 -0.08809107]","[ 0.26431945  0.2131581   0.04554027 ...,  0.11940965 -0.04411775
 -0.03996079]","[  3.61253276e-01   1.98347064e-04  -3.70308031e-01 ...,   3.77328708e-02
   8.64602013e-02   3.06247642e-01]","[-0.16295883 -0.25607328 -0.02353097 ..., -0.07495431 -0.09543844
 -0.06501595]","[ 0.11164176 -0.33755985 -0.08429798 ...,  0.06762023 -0.01155989
 -0.0973728 ]","[-0.08539091 -0.01953257  0.3616142  ..., -0.09935595  0.06882823
 -0.04584939]","[ 0.12061725  0.35347698  0.22319699 ...,  0.0660357  -0.07148395
  0.03553567]","[-0.23193018  0.29398016  0.04884745 ...,  0.09568036 -0.09797227
 -0.08997008]","[ 0.01576108  0.12553924  0.13572144 ..., -0.07931117  0.04070372
 -0.01836558]"
"[ 0.01535236 -0.23011177  0.11333592 ...,  0.01075143 -0.05144934
 -0.04616576]","[ 0.10291609  0.01050794 -0.05358546 ...,  0.02511776 -0.08163318
 -0.08961302]","[ 0.2638496   0.21392452  0.04602336 ...,  0.11936169 -0.04116938
 -0.04158743]","[ 0.36085026 -0.00063209 -0.37151653 ...,  0.03686181  0.08443875
  0.30348321]","[-0.16279611 -0.25381806 -0.0232502  ..., -0.07317986 -0.0956185
 -0.06491817]","[ 0.11140124 -0.33490013 -0.082764   ...,  0.06499973 -0.0128828
 -0.09510184]","[-0.0855701  -0.01910178  0.3583094  ..., -0.1018072   0.06661759
 -0.04877206]","[ 0.12007098  0.35347314  0.22721368 ...,  0.06192631 -0.0728008
  0.03637205]","[-0.23039827  0.29367469  0.04640942 ...,  0.09455925 -0.09709635
 -0.09198597]","[ 0.01540707  0.12603353  0.14141617 ..., -0.08066372  0.03602744
 -0.01835952]"
"[ 0.01762182 -0.22892019  0.11562523 ...,  0.01815154 -0.04674406
 -0.04529472]","[ 0.10196528  0.00930836 -0.05172183 ...,  0.0250159  -0.07509359
 -0.09316754]","[ 0.26251662  0.2126224   0.04729729 ...,  0.12019788 -0.03877127
 -0.04126806]","[ 0.36075709  0.0006577  -0.37056132 ...,  0.03732614  0.08277062
  0.29917366]","[-0.16041887 -0.24887775 -0.0236087  ..., -0.07266475 -0.09627335
 -0.0630392 ]","[ 0.11319549 -0.33497209 -0.08585572 ...,  0.06899474 -0.01383823
 -0.08944351]","[-0.08873542 -0.01418725  0.35452419 ..., -0.10374455  0.06225671
 -0.05027833]","[ 0.11950113  0.3532215   0.22826692 ...,  0.05664064 -0.07404484
  0.03715456]","[-0.22906879  0.29399246  0.04345327 ...,  0.09208058 -0.09647424
 -0.09505044]","[ 0.01764955  0.12505222  0.14393555 ..., -0.08234854  0.03096973
 -0.01522901]"
"[ 0.02251616 -0.225633    0.12203216 ...,  0.02769724 -0.0421084
 -0.04434358]","[ 0.10168334  0.00581933 -0.05203009 ...,  0.02601781 -0.07220045
 -0.09761377]","[ 0.26009114  0.21174775  0.04731115 ...,  0.12090176 -0.0337022  -0.036715  ]","[ 0.36072378 -0.00142942 -0.37298955 ...,  0.04172813  0.08018452
  0.2962582 ]","[-0.15979034 -0.24623336 -0.02344602 ..., -0.07405235 -0.0955509
 -0.06140082]","[ 0.11313463 -0.33534325 -0.08905496 ...,  0.0760365  -0.01530102
 -0.08726996]","[-0.09047335 -0.01119921  0.35325407 ..., -0.10551606  0.05828953
 -0.05004511]","[ 0.12034001  0.35348193  0.23000069 ...,  0.04933886 -0.07606525
  0.03794318]","[-0.22768398  0.29375618  0.0416898  ...,  0.09222746 -0.09417383
 -0.09758634]","[ 0.01879275  0.12590521  0.14477914 ..., -0.08424326  0.02746493
 -0.0168284 ]"
"[ 0.02545726 -0.22353465  0.12645706 ...,  0.03942569 -0.03640311
 -0.04104635]","[ 0.10199177  0.00577566 -0.05240829 ...,  0.02727034 -0.07237446
 -0.10286628]","[ 0.26292716  0.21635701  0.04533853 ...,  0.1182202  -0.03016359
 -0.03290223]","[ 0.36101546 -0.00320371 -0.37555252 ...,  0.04297554  0.07894398
  0.29461674]","[-0.16062787 -0.24798975 -0.02366459 ..., -0.07367106 -0.0961326
 -0.06133858]","[ 0.10983769 -0.3340738  -0.09369259 ...,  0.0831854  -0.01378267
 -0.0873834 ]","[-0.09137219 -0.00822959  0.35162727 ..., -0.10960029  0.05522651
 -0.04948735]","[ 0.12672229  0.35364746  0.22371476 ...,  0.04565086 -0.07693186
  0.04012804]","[-0.22768849  0.2969532   0.04080152 ...,  0.09274283 -0.09174167
 -0.10167349]","[ 0.02085882  0.12749985  0.14438431 ..., -0.08251615  0.02471366
 -0.01478152]"
"[ 0.02484438 -0.22517413  0.12863096 ...,  0.04746377 -0.03122703
 -0.03628707]","[ 0.101894    0.00584151 -0.05470329 ...,  0.02866706 -0.07662325
 -0.1080095 ]","[ 0.26228903  0.21769144  0.04619972 ...,  0.11675162 -0.02779057
 -0.02992765]","[ 0.36039011 -0.00616013 -0.37136533 ...,  0.04164209  0.07305769
  0.29338443]","[-0.16059788 -0.2492538  -0.02424684 ..., -0.07386289 -0.1000081
 -0.06089079]","[ 0.10485771 -0.33052508 -0.09372442 ...,  0.08530072 -0.01319359
 -0.08425102]","[-0.09295225 -0.00874297  0.35059016 ..., -0.1111126   0.05407111
 -0.0482461 ]","[ 0.12748157  0.35356201  0.21692168 ...,  0.04230072 -0.07635188
  0.0397153 ]","[-0.22884764  0.29961205  0.04061032 ...,  0.09305578 -0.09182685
 -0.10410423]","[ 0.02232168  0.12796637  0.14437934 ..., -0.07991591  0.01900072
 -0.01227745]"
"[ 0.02484661 -0.225457    0.13215434 ...,  0.05288285 -0.02666182
 -0.03398848]","[ 0.10224629  0.00511745 -0.05724732 ...,  0.03007241 -0.08690473 -0.113268  ]","[ 0.26149336  0.21642625  0.04549707 ...,  0.11763396 -0.02420401
 -0.02994613]","[ 0.3598384  -0.00617468 -0.37164574 ...,  0.04233926  0.0675873
  0.29204477]","[-0.16276345 -0.2519485  -0.02411424 ..., -0.0717052  -0.10210535
 -0.05989063]","[ 0.1020953  -0.32880047 -0.09379695 ...,  0.08701171 -0.01323752
 -0.08092737]","[-0.09463019 -0.00953037  0.34992899 ..., -0.11056122  0.05151326
 -0.04955368]","[ 0.12404416  0.35372087  0.21631212 ...,  0.03907003 -0.0763362
  0.04038976]","[-0.22819217  0.30349202  0.03644819 ...,  0.09247792 -0.09284537
 -0.10361003]","[ 0.02473323  0.12626074  0.14828119 ..., -0.07967352  0.01422704
 -0.01237513]"
"[ 0.02847042 -0.22236288  0.13801205 ...,  0.05415935 -0.02357889
 -0.03654237]","[ 0.10814217  0.00789214 -0.05631925 ...,  0.02403465 -0.09678332
 -0.11791836]","[ 0.2593858   0.21397425  0.04422809 ...,  0.11911812 -0.02142261
 -0.03220394]","[ 0.35946078 -0.00587286 -0.37454634 ...,  0.04390062  0.06199948
  0.29188758]","[-0.16431554 -0.25469665 -0.02421439 ..., -0.06829331 -0.10375213
 -0.05967231]","[ 0.09702309 -0.32485575 -0.09190171 ...,  0.08640196 -0.01270012
 -0.08207082]","[-0.09227742 -0.01623975  0.35444753 ..., -0.10728195  0.05240024
 -0.05131867]","[ 0.12702363  0.3550092   0.21427781 ...,  0.03680927 -0.07763285
  0.04122371]","[-0.22685961  0.30549313  0.03234997 ...,  0.0901313  -0.09505541
 -0.10195457]","[ 0.02792523  0.12672033  0.14626485 ..., -0.08104635  0.00980232
 -0.01253562]"
"[ 0.03220097 -0.21781617  0.14421083 ...,  0.0539533  -0.02167531
 -0.04073354]","[ 0.11607703  0.01134717 -0.05089914 ...,  0.0147889  -0.10311582
 -0.11647192]","[ 0.2574426   0.21216433  0.04521881 ...,  0.11884411 -0.01850623
 -0.0357414 ]","[ 0.36011276 -0.0036935  -0.37595318 ...,  0.04484419  0.05756101
  0.29183582]","[-0.16574107 -0.25653816 -0.02400476 ..., -0.0656362  -0.10337291
 -0.05981181]","[ 0.0881086  -0.32009995 -0.09020783 ...,  0.08605878 -0.01150337
 -0.08447992]","[-0.0939251  -0.01666056  0.35395875 ..., -0.1087182   0.05150977
 -0.05221933]","[ 0.13430303  0.35641032  0.20949191 ...,  0.03815419 -0.0787306
  0.04381795]","[-0.22642652  0.30717749  0.02963633 ...,  0.09027427 -0.09656914
 -0.10333563]","[ 0.02878178  0.12789594  0.14469447 ..., -0.08003927  0.00254792
 -0.0148755 ]"
"[ 0.03041076 -0.21846862  0.1435581  ...,  0.05248882 -0.02082898
 -0.04635742]","[ 0.1210282   0.01304248 -0.04776091 ...,  0.0107503  -0.10721456
 -0.11255403]","[ 0.25200571  0.20569284  0.04957552 ...,  0.11999309 -0.02087989
 -0.03794325]","[ 0.3607827  -0.00240716 -0.37567813 ...,  0.04603195  0.0583573   0.2929847 ]","[-0.16688006 -0.25824816 -0.0242388  ..., -0.06283616 -0.10504187
 -0.06085801]","[ 0.08297933 -0.31957528 -0.08984606 ...,  0.0868993  -0.01055307
 -0.08788836]","[-0.09916059 -0.01264568  0.35122683 ..., -0.11364584  0.05209666
 -0.05084513]","[ 0.13781741  0.35763711  0.20690659 ...,  0.03550145 -0.0809514
  0.04494668]","[-0.22681514  0.30684088  0.03050634 ...,  0.09297219 -0.09977756
 -0.10539306]","[ 0.0340143   0.12833566  0.14709462 ..., -0.07634671 -0.00045927
 -0.01645441]"
"[ 0.02666996 -0.22191945  0.14108348 ...,  0.05341671 -0.01903654
 -0.05100408]","[ 0.12467986  0.01333977 -0.04447006 ...,  0.00621077 -0.1061415
 -0.11041382]","[ 0.24774599  0.19987442  0.053048   ...,  0.12236224 -0.02584079
 -0.04105683]","[ 0.36056291 -0.00237775 -0.37386052 ...,  0.04634649  0.06027939
  0.29245495]","[-0.16785362 -0.2596042  -0.02446269 ..., -0.06091875 -0.10709312
 -0.05972929]","[ 0.07272756 -0.31751539 -0.09870905 ...,  0.08697005 -0.00973292
 -0.09230528]","[-0.10440637 -0.01213245  0.35041868 ..., -0.11711874  0.05323836
 -0.05202591]","[ 0.13963565  0.35896558  0.20725509 ...,  0.0318067  -0.08125517
  0.04386455]","[-0.22760545  0.30593926  0.03078943 ...,  0.09604721 -0.10347933
 -0.10858868]","[ 0.03693775  0.12783856  0.14729378 ..., -0.0755581  -0.00226122
 -0.0185801 ]"
"[ 0.02640324 -0.22133464  0.14209739 ...,  0.05671794 -0.02071584
 -0.05410054]","[ 0.12494171  0.01311854 -0.043953   ...,  0.0062965  -0.10562392
 -0.1148599 ]","[ 0.24471558  0.19818995  0.05252301 ...,  0.1237389  -0.02965336
 -0.04360358]","[  3.60613306e-01   1.28774430e-04  -3.71693570e-01 ...,   4.77959875e-02
   6.28892819e-02   2.92307959e-01]","[-0.16969251 -0.26096361 -0.02442306 ..., -0.05840646 -0.10925372
 -0.05864321]","[ 0.06731481 -0.31498065 -0.10381403 ...,  0.084942   -0.01201358
 -0.08991515]","[-0.1047573  -0.01602122  0.34990811 ..., -0.11937191  0.05253859
 -0.05184476]","[ 0.1403913   0.3597314   0.20703527 ...,  0.02958732 -0.08051561
  0.04185581]","[-0.22909921  0.30337562  0.03309673 ...,  0.09730363 -0.10833978
 -0.11318235]","[ 0.03198016  0.1283997   0.14409389 ..., -0.07562268 -0.00345682
 -0.02026191]"
"[ 0.02581392 -0.22071466  0.14320439 ...,  0.06244141 -0.02129356
 -0.05684814]","[ 0.12227163  0.01339212 -0.04524914 ...,  0.00749159 -0.10285368
 -0.12236538]","[ 0.23945894  0.1960101   0.05221993 ...,  0.12715707 -0.03471233
 -0.04606656]","[ 0.36137736  0.00197625 -0.36997758 ...,  0.05151729  0.06358427
  0.29425085]","[-0.1699012  -0.26060042 -0.02456963 ..., -0.05774728 -0.1095826
 -0.05765384]","[ 0.06200408 -0.31222662 -0.10542207 ...,  0.0837927  -0.01307183
 -0.08881126]","[-0.10459895 -0.02346359  0.34898522 ..., -0.12053052  0.05040463
 -0.05300724]","[ 0.14099753  0.360741    0.2071579  ...,  0.02680513 -0.08134887
  0.04191852]","[-0.22969215  0.29768452  0.03681453 ...,  0.10052449 -0.11339087
 -0.1139455 ]","[ 0.03089136  0.12819596  0.14124178 ..., -0.07544589 -0.00410081
 -0.02215269]"
"[ 0.02742991 -0.21868884  0.14606797 ...,  0.06829424 -0.02042428
 -0.05842914]","[ 0.11703463  0.01242198 -0.05058678 ...,  0.01135528 -0.10356047
 -0.13136649]","[ 0.23348445  0.19539557  0.05151076 ...,  0.13272173 -0.03971815
 -0.05162156]","[ 0.36120378  0.00310243 -0.36778761 ...,  0.05104138  0.06728656
  0.29553466]","[-0.16882266 -0.25864231 -0.02482025 ..., -0.0567342  -0.11001014
 -0.05669274]","[ 0.06351564 -0.3138712  -0.10712049 ...,  0.08627943 -0.01270923
 -0.08918154]","[-0.10595584 -0.02355017  0.3457627  ..., -0.12408255  0.05087057
 -0.05505951]","[ 0.13802046  0.36211683  0.21167744 ...,  0.02368274 -0.08110519
  0.04254862]","[-0.23014064  0.29236652  0.03947515 ...,  0.10014306 -0.11851848
 -0.11064991]","[ 0.02685619  0.12844027  0.13662555 ..., -0.07692088 -0.00626851
 -0.02645785]"
"[ 0.02578641 -0.21913742  0.14611864 ...,  0.07263688 -0.01820198
 -0.05895095]","[ 0.1114527   0.01261443 -0.05736417 ...,  0.01547505 -0.10081093
 -0.13813712]","[ 0.23016177  0.19494594  0.0513806  ...,  0.13461693 -0.03913947
 -0.05804067]","[ 0.36079398  0.00163878 -0.36121798 ...,  0.0473816   0.06969938
  0.2952434 ]","[-0.16790243 -0.25657483 -0.02516879 ..., -0.05595284 -0.11211368
 -0.05621117]","[ 0.06420573 -0.31558494 -0.1088818  ...,  0.08694702 -0.01299355
 -0.09126585]","[-0.10424803 -0.02832433  0.34381604 ..., -0.12661264  0.05432078
 -0.05631265]","[ 0.13540746  0.36247585  0.21557271 ...,  0.01885188 -0.08203053
  0.04130764]","[-0.22776779  0.28767822  0.03806244 ...,  0.09527626 -0.12325098
 -0.10687387]","[ 0.02255626  0.12906961  0.13636869 ..., -0.08334494 -0.00754191
 -0.02896786]"
"[ 0.02426262 -0.21996307  0.14633915 ...,  0.07928745 -0.01478106
 -0.05898707]","[ 0.10638973  0.01204987 -0.06482139 ...,  0.02214802 -0.10049706
 -0.14305254]","[ 0.2303641   0.19637382  0.05054029 ...,  0.13173147 -0.03786238
 -0.06228146]","[ 0.36037904  0.00074173 -0.35782449 ...,  0.04674494  0.06907311
  0.29488035]","[-0.16634508 -0.25565821 -0.02575393 ..., -0.05597696 -0.1123674
 -0.05590426]","[ 0.06628968 -0.31657379 -0.10724172 ...,  0.08712164 -0.01540844
 -0.09120431]","[-0.1050923  -0.02943801  0.3387618  ..., -0.12971876  0.05077601
 -0.05830314]","[ 0.13690541  0.363192    0.21461796 ...,  0.01661498 -0.08616325
  0.04131016]","[-0.22329203  0.28290334  0.03368728 ...,  0.08594566 -0.12725798
 -0.10467563]","[ 0.02005976  0.12773709  0.13768272 ..., -0.08831629 -0.00986742
 -0.03172135]"
"[ 0.02239344 -0.22167268  0.14602956 ...,  0.08445605 -0.01101472
 -0.05869889]","[ 0.1075602   0.01224067 -0.06523425 ...,  0.02884044 -0.0983863  -0.1481984 ]","[ 0.23145035  0.19914966  0.04783858 ...,  0.12903983 -0.03681358
 -0.06642218]","[ 0.35921343 -0.00155034 -0.35655541 ...,  0.04772563  0.0681227
  0.29653299]","[-0.16558397 -0.25475048 -0.02584003 ..., -0.05719427 -0.11410601
 -0.05470451]","[ 0.06357926 -0.3155103  -0.10455303 ...,  0.08956379 -0.01816383
 -0.08935165]","[-0.1057265  -0.03110436  0.33896968 ..., -0.1314896   0.05024119
 -0.06088382]","[ 0.1374402   0.36344184  0.21747211 ...,  0.0162582  -0.09118079
  0.04342205]","[-0.22186544  0.28019555  0.03299036 ...,  0.08126911 -0.1263182
 -0.10373903]","[ 0.0229468   0.12589395  0.13999135 ..., -0.08924033 -0.01167608
 -0.03639133]"
"[ 0.02134943 -0.22222246  0.14636116 ...,  0.08746273 -0.0085127
 -0.05924549]","[ 0.11358726  0.01327557 -0.06095704 ...,  0.02928025 -0.09594975
 -0.15116573]","[ 0.2319112   0.20068348  0.04693665 ...,  0.13047418 -0.03819654
 -0.06977158]","[ 0.35905624 -0.00315095 -0.35761768 ...,  0.04721401  0.06568323
  0.2964838 ]","[-0.16429286 -0.25321123 -0.0262133  ..., -0.05860784 -0.11330962
 -0.05411718]","[ 0.05857967 -0.31371917 -0.10542373 ...,  0.09369208 -0.02444252
 -0.08856442]","[-0.10888633 -0.03084151  0.33979534 ..., -0.13218884  0.05002176
 -0.06389192]","[ 0.14007987  0.36351708  0.21697518 ...,  0.01812496 -0.09184754
  0.04304556]","[-0.22226917  0.27926254  0.03317783 ...,  0.0793436  -0.12353268
 -0.10168745]","[ 0.02571334  0.12345747  0.14444771 ..., -0.09096612 -0.01534157
 -0.03925136]"
"[ 0.02004521 -0.2234954   0.14709264 ...,  0.08847331 -0.00619911
 -0.0600133 ]","[ 0.11333737  0.00936987 -0.06212716 ...,  0.03486537 -0.09596459
 -0.15479998]","[ 0.23148729  0.20207522  0.04769051 ...,  0.13150131 -0.04192686
 -0.07016509]","[ 0.35875936 -0.00315755 -0.35834776 ...,  0.04952901  0.06644738
  0.29817298]","[-0.16400317 -0.25325868 -0.02676511 ..., -0.0581521  -0.11406119
 -0.05222417]","[ 0.05967043 -0.31458428 -0.10620452 ...,  0.0970269  -0.02842222
 -0.09146689]","[-0.11264153 -0.0342764   0.34046392 ..., -0.13348533  0.04782157
 -0.06430212]","[ 0.14322393  0.36409376  0.21686801 ...,  0.01787838 -0.09437083
  0.04256632]","[-0.22122675  0.27983344  0.03101197 ...,  0.07720506 -0.12319412
 -0.10499608]","[ 0.02701139  0.12256784  0.14817864 ..., -0.09280302 -0.01941409
 -0.04415516]"
"[ 0.02005113 -0.22357955  0.15026579 ...,  0.08787374 -0.00768016
 -0.06282961]","[ 0.11608019  0.00708566 -0.05867259 ...,  0.0390542  -0.09376189
 -0.15358686]","[ 0.23127081  0.2046335   0.04737003 ...,  0.12941905 -0.04512246
 -0.06979897]","[ 0.35679707 -0.00510707 -0.35592692 ...,  0.05071648  0.06927339
  0.3042488 ]","[-0.16455565 -0.2541043  -0.02762044 ..., -0.05697825 -0.11675883
 -0.04822696]","[ 0.05845765 -0.31414955 -0.1094678  ...,  0.09955076 -0.0314635
 -0.09139166]","[-0.1151682  -0.03775111  0.33950353 ..., -0.13502815  0.0464261
 -0.06457115]","[ 0.14468894  0.36521152  0.22110878 ...,  0.01793225 -0.09686641
  0.04380855]","[-0.21985951  0.27909411  0.02798238 ...,  0.07512442 -0.12347884
 -0.10469967]","[ 0.02791203  0.12466586  0.1477568  ..., -0.09472137 -0.019654   -0.04770283]"
"[ 0.02282678 -0.22055253  0.15384102 ...,  0.08914535 -0.00785255
 -0.06314668]","[ 0.1174787   0.00496857 -0.05444156 ...,  0.04652467 -0.09163148
 -0.15544931]","[ 0.23075523  0.20605818  0.04795878 ...,  0.12762182 -0.04548615
 -0.0713711 ]","[ 0.35492317 -0.00957774 -0.355639   ...,  0.05312167  0.07002038
  0.30782221]","[-0.16528979 -0.25603058 -0.02836618 ..., -0.05539212 -0.11661826
 -0.04451225]","[ 0.05780259 -0.3142795  -0.11067789 ...,  0.1011362  -0.03250118
 -0.08999501]","[-0.11647012 -0.04148992  0.33965065 ..., -0.13488356  0.04829926
 -0.06461149]","[ 0.14836488  0.36657931  0.22508256 ...,  0.01878763 -0.09557031
  0.04185218]","[-0.21946754  0.28072222  0.02597728 ...,  0.0722575  -0.12302091
 -0.10482636]","[ 0.0304485   0.12446564  0.14817242 ..., -0.09432527 -0.02120771
 -0.04812479]"
"[ 0.02504361 -0.21773041  0.15746255 ...,  0.08755362 -0.009327   -0.06472107]","[ 0.11981073  0.00580682 -0.05299726 ...,  0.04860719 -0.09144434
 -0.15181496]","[ 0.23367324  0.20603798  0.04915856 ...,  0.12728817 -0.04745235
 -0.07136513]","[ 0.35381809 -0.01269075 -0.35503411 ...,  0.0548345   0.07045157
  0.31177117]","[-0.16544942 -0.25827399 -0.02937765 ..., -0.05514911 -0.11628229
 -0.0451856 ]","[ 0.05133688 -0.31224073 -0.11365049 ...,  0.10278358 -0.03468628
 -0.09040416]","[-0.11481895 -0.04856886  0.34000542 ..., -0.13661038  0.04851505
 -0.06356148]","[ 0.14977214  0.36672053  0.22543043 ...,  0.01800708 -0.0964295
  0.04021966]","[-0.21903971  0.28202473  0.02493217 ...,  0.0693694  -0.11971107
 -0.10526071]","[ 0.02874728  0.1277457   0.14488419 ..., -0.09517863 -0.01997518
 -0.04843159]"
"[ 0.024493   -0.21703589  0.15955257 ...,  0.08699159 -0.01180892
 -0.06495956]","[ 0.12331659  0.00898639 -0.05095948 ...,  0.05150776 -0.09245438
 -0.1529069 ]","[ 0.23967275  0.20872755  0.04752888 ...,  0.1244019  -0.05005906
 -0.07602513]","[ 0.3529566  -0.01473871 -0.35715036 ...,  0.05544233  0.07332879
  0.3167631 ]","[-0.16666074 -0.26110439 -0.02969566 ..., -0.05560318 -0.11782241
 -0.04663279]","[ 0.04445881 -0.30958472 -0.11656691 ...,  0.10399854 -0.03652878
 -0.09142794]","[-0.11503727 -0.05608133  0.33846015 ..., -0.13780989  0.04705569
 -0.06442825]","[ 0.15009463  0.3668585   0.22619621 ...,  0.0167091  -0.0974507
  0.03937802]","[-0.21850763  0.28393998  0.0229913  ...,  0.06422418 -0.11590888
 -0.10244793]","[ 0.0269671   0.1294227   0.14549175 ..., -0.09537991 -0.01779132
 -0.04600595]"
"[ 0.02193514 -0.21893348  0.16099044 ...,  0.08458322 -0.01751185
 -0.06565153]","[ 0.12696152  0.01194394 -0.05133319 ...,  0.0552985  -0.09405311
 -0.15208838]","[ 0.24068389  0.20921781  0.04835253 ...,  0.12329422 -0.05271035
 -0.07919666]","[ 0.35189108 -0.01483298 -0.35654395 ...,  0.05631535  0.07909991
  0.32375083]","[-0.16744081 -0.26201593 -0.03048812 ..., -0.05623225 -0.11884067
 -0.04556374]","[ 0.04095494 -0.30881202 -0.11576885 ...,  0.10516008 -0.03786797
 -0.09080094]","[-0.11667082 -0.05986712  0.3377036  ..., -0.14035474  0.04708329
 -0.06584295]","[ 0.1517382   0.36723647  0.2257015  ...,  0.01256157 -0.09706101
  0.03972861]","[-0.21839554  0.28279791  0.02325512 ...,  0.06298671 -0.11642275
 -0.10113868]","[ 0.02667222  0.1276088   0.1460591  ..., -0.09523166 -0.01943249
 -0.0436715 ]"
"[ 0.01839376 -0.22199807  0.16110846 ...,  0.07820288 -0.02451924
 -0.06395351]","[ 0.12683839  0.01428764 -0.05319425 ...,  0.06266717 -0.09068435
 -0.15211423]","[ 0.24040544  0.20938325  0.04928132 ...,  0.12317566 -0.05377729
 -0.0810645 ]","[ 0.35155064 -0.01389367 -0.3566762  ...,  0.05648515  0.08624837
  0.32825629]","[-0.17015197 -0.2664242  -0.03238671 ..., -0.05518981 -0.123163   -0.04143348]","[ 0.03945528 -0.30703517 -0.11256908 ...,  0.1051665  -0.03973084
 -0.09177768]","[-0.11821378 -0.06263319  0.33811991 ..., -0.14036428  0.04767554
 -0.06541725]","[ 0.15240872  0.36729431  0.2240469  ...,  0.0087042  -0.09686511
  0.03958851]","[-0.21825398  0.2796918   0.02314007 ...,  0.06432855 -0.11740337
 -0.10387819]","[ 0.02856939  0.12479226  0.1474684  ..., -0.09620873 -0.02392601
 -0.04148463]"
