policyParams0,policyParams1,policyParams2,policyParams3,policyParams4,policyParams5,policyParams6,policyParams7,policyParams8,policyParams9
"[-0.05570789 -0.33817845  0.19968049 ...,  0.05600001 -0.037      -0.035     ]","[ 0.08239474  0.0360608  -0.06781221 ...,  0.02150001 -0.0405      0.0085    ]","[ 0.20858645  0.19503725  0.05557464 ...,  0.04449999 -0.0225     -0.0875    ]","[ 0.32097113  0.01203672 -0.36109268 ..., -0.044       0.017       0.072     ]","[ -7.60116763e-02  -2.47956413e-01  -3.15354582e-02 ...,   2.23132903e-09
   2.80000032e-02  -1.42999996e-01]","[ 0.08200436 -0.38357944 -0.14800991 ..., -0.02100001 -0.026      -0.004     ]","[-0.06146849  0.01303571  0.28560515 ..., -0.023       0.087      -0.111     ]","[ 0.07132041  0.37121609  0.21568864 ...,  0.038      -0.036      -0.104     ]","[-0.22654404  0.25381445  0.03106373 ...,  0.0305     -0.0425     -0.0315    ]","[ 0.08316303  0.09404301  0.12098901 ..., -0.064      -0.062      -0.057     ]"
"[-0.05670789 -0.33917845  0.19468049 ...,  0.05900001 -0.036      -0.033     ]","[ 0.08089474  0.0345608  -0.06931221 ...,  0.02100001 -0.042       0.008     ]","[ 0.20808645  0.19853725  0.05707464 ...,  0.04099999 -0.02       -0.09      ]","[ 0.32197113  0.01203672 -0.35909268 ..., -0.046       0.018       0.07      ]","[-0.07701168 -0.24995641 -0.03253546 ...,  0.001       0.031      -0.148     ]","[ 0.07800436 -0.38457944 -0.14800991 ..., -0.01800001 -0.025      -0.00499998]","[-0.06246849  0.01303571  0.28560515 ..., -0.023       0.086      -0.114     ]","[ 0.07232041  0.37121609  0.21368864 ...,  0.035      -0.036      -0.106     ]","[-0.22804404  0.25631445  0.02856373 ...,  0.032      -0.046      -0.03      ]","[ 0.08016303  0.09404301  0.12198901 ..., -0.064      -0.057      -0.054     ]"
"[-0.05720789 -0.33867845  0.19218049 ...,  0.05950001 -0.0385     -0.0305    ]","[ 0.07889474  0.0305608  -0.07431221 ...,  0.02400001 -0.046       0.004     ]","[ 0.21108644  0.20053725  0.05807464 ...,  0.03999999 -0.017      -0.093     ]","[ 0.31997113  0.01403672 -0.35709268 ..., -0.049       0.02        0.068     ]","[-0.07701168 -0.25095641 -0.03253546 ...,  0.001       0.03       -0.149     ]","[ 0.07850436 -0.38607944 -0.14850991 ..., -0.01550001 -0.0295     -0.00449998]","[-0.06346849  0.01503571  0.28560515 ..., -0.021       0.084      -0.115     ]","[ 0.07382041  0.36971609  0.21218864 ...,  0.0355     -0.0335     -0.1065    ]","[-0.22904404  0.25731445  0.02956373 ...,  0.035      -0.049      -0.03      ]","[ 0.07866303  0.09454301  0.11948901 ..., -0.0655     -0.0555     -0.0515    ]"
"[-0.05670789 -0.33817845  0.19068049 ...,  0.05800001 -0.04       -0.03      ]","[ 0.07689474  0.0305608  -0.07731221 ...,  0.02600001 -0.048       0.003     ]","[ 0.21208644  0.20053725  0.05807464 ...,  0.03999999 -0.016      -0.093     ]","[ 0.31897113  0.01603672 -0.35409268 ..., -0.049       0.021       0.067     ]","[ -7.50116763e-02  -2.48956413e-01  -3.45354582e-02 ...,   2.36882688e-09
   2.80000033e-02  -1.50999996e-01]","[ 0.07900436 -0.38757944 -0.14800992 ..., -0.01700001 -0.031      -0.00499998]","[-0.06246849  0.01503571  0.28460515 ..., -0.022       0.085      -0.113     ]","[ 0.07532041  0.36721609  0.20968864 ...,  0.037      -0.036      -0.104     ]","[-0.22904404  0.25831445  0.02956373 ...,  0.036      -0.05       -0.028     ]","[ 0.07716303  0.09704301  0.11798901 ..., -0.065      -0.053      -0.051     ]"
"[-0.05570789 -0.33717845  0.18668049 ...,  0.05900001 -0.041      -0.029     ]","[ 0.07789474  0.0325608  -0.07631221 ...,  0.02600001 -0.047       0.001     ]","[ 0.21708644  0.20153724  0.06207464 ...,  0.03799999 -0.012      -0.091     ]","[ 0.31847113  0.01653672 -0.35359268 ..., -0.0495      0.0215      0.0665    ]","[-0.07501168 -0.24695641 -0.03653546 ...,  0.003       0.027      -0.155     ]","[ 0.08000436 -0.39157944 -0.14600992 ..., -0.01800001 -0.032      -0.00299998]","[-0.06046849  0.01603571  0.28160515 ..., -0.023       0.087      -0.113     ]","[ 0.07732041  0.36521609  0.20468864 ...,  0.042      -0.039      -0.105     ]","[-0.22954404  0.25981445  0.03106373 ...,  0.0345     -0.0515     -0.0265    ]","[ 0.07716303  0.09904301  0.11698901 ..., -0.065      -0.05       -0.049     ]"
"[-0.05370789 -0.33517845  0.18768049 ...,  0.06200001 -0.041      -0.026     ]","[ 0.07789474  0.0345608  -0.07631221 ...,  0.02400001 -0.049      -0.002     ]","[ 0.21808644  0.20253724  0.06507464 ...,  0.03499999 -0.013      -0.093     ]","[ 0.31397113  0.02103672 -0.34809268 ..., -0.047       0.025       0.062     ]","[-0.07451168 -0.24645641 -0.03703546 ...,  0.0035      0.0275     -0.1555    ]","[ 0.08000436 -0.39457944 -0.14500992 ..., -0.01700001 -0.034      -0.00099998]","[-0.05896849  0.01553571  0.28010515 ..., -0.0235      0.0895     -0.1125    ]","[ 0.07732041  0.36321609  0.20468864 ...,  0.043      -0.041      -0.105     ]","[-0.23104404  0.26031445  0.03256373 ...,  0.033      -0.052      -0.026     ]","[ 0.07516303  0.09804301  0.11498901 ..., -0.068      -0.047      -0.048     ]"
"[-0.05170789 -0.33317845  0.18968049 ...,  0.06400001 -0.039      -0.025     ]","[ 0.07939474  0.0350608  -0.07581221 ...,  0.02450001 -0.0485     -0.0045    ]","[ 0.21758644  0.20203724  0.06457464 ...,  0.03549999 -0.0125     -0.0925    ]","[ 0.31197113  0.02503672 -0.34309268 ..., -0.044       0.029       0.058     ]","[-0.07701168 -0.24595641 -0.03853546 ...,  0.009       0.033      -0.159     ]","[ 0.07900436 -0.39657944 -0.14400992 ..., -0.01700001 -0.036       0.00100002]","[-0.05846849  0.01703571  0.28360515 ..., -0.022       0.088      -0.113     ]","[ 0.07432041  0.36621609  0.20768864 ...,  0.04       -0.043      -0.107     ]","[-0.23104403  0.26031445  0.03256373 ...,  0.032      -0.052      -0.027     ]","[ 0.07716303  0.09604301  0.11798901 ..., -0.068      -0.047      -0.047     ]"
"[-0.04870789 -0.33017845  0.19168049 ...,  0.06500001 -0.035      -0.025     ]","[ 0.07789474  0.0345608  -0.07731221 ...,  0.02700001 -0.051      -0.002     ]","[ 0.22208644  0.19853724  0.06607463 ...,  0.03199999 -0.014      -0.096     ]","[ 0.31297113  0.02603672 -0.34409268 ..., -0.043       0.03        0.059     ]","[-0.07801168 -0.24695641 -0.03753546 ...,  0.01        0.034      -0.164     ]","[ 0.07900436 -0.39857944 -0.14000992 ..., -0.01900001 -0.041       0.00100002]","[-0.05846849  0.01603571  0.28460515 ..., -0.018       0.086      -0.111     ]","[ 0.07232041  0.36621609  0.21068864 ...,  0.041      -0.042      -0.109     ]","[-0.23004404  0.26031445  0.03156373 ...,  0.032      -0.051      -0.027     ]","[ 0.07516303  0.09404301  0.11498901 ..., -0.07       -0.047      -0.045     ]"
"[-0.04620789 -0.32767845  0.19418049 ...,  0.06750001 -0.0325     -0.0265    ]","[ 0.07589474  0.0315608  -0.08031221 ...,  0.02900001 -0.056       0.001     ]","[ 0.22108644  0.19653724  0.06707463 ...,  0.02799999 -0.017      -0.099     ]","[ 0.31097113  0.02803672 -0.34209268 ..., -0.041       0.031       0.059     ]","[-0.07901168 -0.24795641 -0.03653546 ...,  0.009       0.035      -0.165     ]","[ 0.07750436 -0.39807944 -0.13750992 ..., -0.02250001 -0.0415      0.00050002]","[-0.05846849  0.01703571  0.28560515 ..., -0.02        0.085      -0.11      ]","[ 0.07032041  0.36621609  0.21268864 ...,  0.039      -0.042      -0.109     ]","[-0.22904404  0.25631445  0.03456373 ...,  0.033      -0.051      -0.023     ]","[ 0.07766303  0.09254301  0.11548901 ..., -0.0675     -0.0455     -0.0445    ]"
"[-0.04870789 -0.33017845  0.19468039 ...,  0.06700001 -0.034      -0.028     ]","[ 0.07389474  0.0305608  -0.08131221 ...,  0.03100001 -0.058       0.003     ]","[ 0.22008645  0.19753724  0.06807463 ...,  0.02699999 -0.018      -0.098     ]","[ 0.30897113  0.02803672 -0.34009268 ..., -0.041       0.032       0.06      ]","[-0.08201168 -0.24895641 -0.03453546 ...,  0.013       0.037      -0.168     ]","[ 0.07900436 -0.39757944 -0.13500992 ..., -0.02400001 -0.042       0.00200002]","[-0.05846849  0.01303571  0.28360515 ..., -0.017       0.086      -0.113     ]","[ 0.07132041  0.36221609  0.20968864 ...,  0.043      -0.039      -0.109     ]","[-0.22854404  0.25581445  0.03506373 ...,  0.0335     -0.0505     -0.0225    ]","[ 0.07516303  0.09604301  0.11298901 ..., -0.068      -0.048      -0.043     ]"
"[-0.05170789 -0.33017845  0.19868039 ...,  0.06600001 -0.037      -0.029     ]","[ 0.07189474  0.0295608  -0.08331221 ...,  0.03100001 -0.058       0.005     ]","[ 0.21908644  0.19653724  0.06807463 ...,  0.02399999 -0.015      -0.1       ]","[ 0.30697113  0.02603672 -0.34009268 ..., -0.04        0.03        0.063     ]","[-0.08451168 -0.24845641 -0.03303546 ...,  0.0135      0.0365     -0.1715    ]","[ 0.07700436 -0.39657944 -0.13300992 ..., -0.02600001 -0.046       0.00200002]","[-0.05546849  0.01303571  0.27960515 ..., -0.017       0.088      -0.114     ]","[ 0.07432041  0.35821609  0.20868864 ...,  0.047      -0.038      -0.106     ]","[-0.23304404  0.25431445  0.03856373 ...,  0.037      -0.054      -0.017     ]","[ 0.07316303  0.10104301  0.10898901 ..., -0.069      -0.046      -0.044     ]"
"[-0.05370789 -0.33217845  0.19768039 ...,  0.06400001 -0.038      -0.031     ]","[ 0.07089474  0.0295608  -0.08631221 ...,  0.03100001 -0.061       0.006     ]","[ 0.21858644  0.19903724  0.07157463 ...,  0.02249999 -0.0145     -0.1015    ]","[ 0.30647113  0.02553672 -0.33959268 ..., -0.0395      0.0285      0.0645    ]","[-0.08601168 -0.24995641 -0.03353546 ...,  0.015       0.035      -0.172     ]","[ 0.07600436 -0.39557944 -0.13100992 ..., -0.02900001 -0.045       0.00400002]","[-0.05496849  0.01253571  0.27810515 ..., -0.0165      0.0875     -0.1155    ]","[ 0.07282041  0.35871609  0.21018864 ...,  0.0465     -0.0375     -0.1065    ]","[-0.23604404  0.25731445  0.03956373 ...,  0.041      -0.052      -0.014     ]","[ 0.07316303  0.10104301  0.10798901 ..., -0.069      -0.047      -0.043     ]"
"[-0.05570789 -0.33417845  0.19668039 ...,  0.06500001 -0.037      -0.031     ]","[ 0.07039474  0.0290608  -0.08681221 ...,  0.03050001 -0.0615      0.0065    ]","[ 0.22008644  0.20053724  0.07307463 ...,  0.02099999 -0.016      -0.103     ]","[ 0.30397113  0.02503672 -0.33709268 ..., -0.036       0.027       0.061     ]","[-0.08801168 -0.25295641 -0.03253546 ...,  0.019       0.032      -0.173     ]","[ 0.07850436 -0.39807944 -0.13050992 ..., -0.02950001 -0.0435      0.00450002]","[-0.05646849  0.01103571  0.28060515 ..., -0.016       0.088      -0.117     ]","[ 0.07432041  0.35721609  0.21068864 ...,  0.046      -0.039      -0.105     ]","[-0.23504404  0.25831445  0.03856373 ...,  0.04       -0.053      -0.015     ]","[ 0.07416303  0.10004301  0.10598901 ..., -0.069      -0.049      -0.039     ]"
"[-0.05870789 -0.33817845  0.19868039 ...,  0.06500001 -0.035      -0.032     ]","[ 0.06689474  0.0265608  -0.09031221 ...,  0.03200001 -0.062       0.005     ]","[ 0.21808644  0.20253724  0.07607463 ...,  0.01899999 -0.017      -0.107     ]","[ 0.30097113  0.02603672 -0.33409268 ..., -0.031       0.026       0.058     ]","[-0.08801168 -0.25395641 -0.03453546 ...,  0.02        0.03       -0.174     ]","[ 0.07700436 -0.39657944 -0.12900992 ..., -0.02800001 -0.043       0.00600002]","[-0.05596849  0.00953571  0.27810515 ..., -0.0155      0.0875     -0.1165    ]","[ 0.07132041  0.35721609  0.21168864 ...,  0.045      -0.039      -0.102     ]","[-0.23204404  0.26131445  0.03756373 ...,  0.035      -0.055      -0.013     ]","[ 0.07716303  0.10304301  0.10498901 ..., -0.066      -0.051      -0.036     ]"
"[-0.06120789 -0.34067845  0.19818039 ...,  0.06450001 -0.0355     -0.0335    ]","[ 0.06389474  0.0285608  -0.09131221 ...,  0.03100001 -0.066       0.008     ]","[ 0.21808644  0.20253724  0.07307463 ...,  0.01899999 -0.018      -0.108     ]","[ 0.29897113  0.02703672 -0.33409268 ..., -0.031       0.027       0.05799999]","[-0.08901168 -0.25295641 -0.03253546 ...,  0.019       0.028      -0.174     ]","[ 0.07200436 -0.39557944 -0.12700992 ..., -0.02600001 -0.044       0.01000002]","[-0.05946849  0.00903571  0.28060515 ..., -0.016       0.085      -0.12      ]","[ 0.07182041  0.35671609  0.21218864 ...,  0.0445     -0.0395     -0.1005    ]","[-0.23254404  0.25781445  0.03806373 ...,  0.0335     -0.0545     -0.0145    ]","[ 0.07766303  0.10354301  0.10448901 ..., -0.0655     -0.0515     -0.0345    ]"
"[-0.06370789 -0.34117845  0.19868039 ...,  0.06300001 -0.037      -0.037     ]","[ 0.06189474  0.0265608  -0.09331221 ...,  0.03300001 -0.067       0.007     ]","[ 0.21708644  0.20153724  0.07207463 ...,  0.01699999 -0.019      -0.11      ]","[ 0.29497113  0.03103672 -0.33109268 ..., -0.027       0.025       0.05599999]","[-0.08701168 -0.24895641 -0.03353546 ...,  0.017       0.024      -0.178     ]","[ 0.07200436 -0.39457944 -0.12500992 ..., -0.02500001 -0.043       0.01400002]","[-0.06346849  0.00903571  0.28460515 ..., -0.017       0.083      -0.121     ]","[ 0.07432041  0.35421609  0.21168864 ...,  0.044      -0.036      -0.104     ]","[-0.23304404  0.25631445  0.03956373 ...,  0.035      -0.053      -0.013     ]","[ 0.07416303  0.10404301  0.10198901 ..., -0.063      -0.05       -0.032     ]"
"[-0.06770789 -0.34517845  0.20068039 ...,  0.06200001 -0.04       -0.04      ]","[ 0.05889474  0.0245608  -0.09531221 ...,  0.03700001 -0.068       0.009     ]","[ 0.21408644  0.20153724  0.07207463 ...,  0.01199999 -0.023      -0.113     ]","[ 0.29197113  0.03403672 -0.33209268 ..., -0.024       0.021       0.05399999]","[-0.08601168 -0.24795641 -0.03453546 ...,  0.016       0.023      -0.178     ]","[ 0.07200436 -0.39457944 -0.12400992 ..., -0.02500001 -0.043       0.01600002]","[-0.06546849  0.00903571  0.28660515 ..., -0.017       0.083      -0.123     ]","[ 0.07732041  0.35021609  0.21368864 ...,  0.044      -0.031      -0.108     ]","[-0.23604404  0.25331445  0.04356373 ...,  0.038      -0.054      -0.009     ]","[ 0.07416303  0.10404301  0.10098901 ..., -0.059      -0.053      -0.03      ]"
"[-0.06870789 -0.34417845  0.20068039 ...,  0.06100001 -0.04       -0.041     ]","[ 0.05889474  0.0255608  -0.09431221 ...,  0.03800001 -0.071       0.014     ]","[ 0.21258644  0.20003724  0.06957463 ...,  0.00849999 -0.0265     -0.1145    ]","[ 0.29147113  0.03553672 -0.33259268 ..., -0.0225      0.0215      0.05249999]","[-0.09001168 -0.24995641 -0.03153546 ...,  0.021       0.02       -0.181     ]","[ 0.07100436 -0.39257944 -0.12100992 ..., -0.02600001 -0.046       0.02100002]","[-0.06646849  0.00603571  0.28360515 ..., -0.013       0.082      -0.123     ]","[ 0.07832041  0.34821609  0.21268864 ...,  0.044      -0.03       -0.108     ]","[-0.23704404  0.25131445  0.04456373 ...,  0.042      -0.051      -0.006     ]","[ 0.07316303  0.10404301  0.09998901 ..., -0.059      -0.052      -0.03      ]"
"[-0.06770789 -0.34617845  0.20468039 ...,  0.06400001 -0.038      -0.042     ]","[ 0.05739474  0.0250608  -0.09581221 ...,  0.03950001 -0.0725      0.0125    ]","[ 0.21308644  0.19953724  0.07107463 ...,  0.00899999 -0.029      -0.114     ]","[ 0.29147113  0.03553672 -0.33259268 ..., -0.0245      0.0205      0.05449999]","[-0.09301168 -0.25395641 -0.03053546 ...,  0.025       0.019      -0.186     ]","[ 0.07050436 -0.39207944 -0.12050992 ..., -0.02650001 -0.0455      0.02150002]","[-0.06646849  0.00303571  0.28260515 ..., -0.009       0.078      -0.124     ]","[ 0.08232041  0.34521609  0.21368864 ...,  0.043      -0.029      -0.11      ]","[-0.23704404  0.25231445  0.04356373 ...,  0.044      -0.052      -0.008     ]","[ 0.06816303  0.10604301  0.09798901 ..., -0.06       -0.052      -0.033     ]"
"[-0.06570789 -0.34417845  0.20668039 ...,  0.06600001 -0.038      -0.046     ]","[ 0.05489474  0.0265608  -0.09531221 ...,  0.04400001 -0.074       0.014     ]","[ 0.21408644  0.19753724  0.06807463 ...,  0.00899999 -0.031      -0.112     ]","[ 0.29297113  0.03403672 -0.33409268 ..., -0.026       0.019       0.05399999]","[-0.09351168 -0.25445641 -0.03003546 ...,  0.0255      0.0185     -0.1865    ]","[ 0.06800436 -0.39557944 -0.12200992 ..., -0.02600001 -0.044       0.02400002]","[-0.06796849  0.00153571  0.28310515 ..., -0.0085      0.0775     -0.1235    ]","[ 0.08332041  0.34621609  0.21068864 ...,  0.043      -0.03       -0.111     ]","[-0.23904404  0.25231445  0.04156373 ...,  0.047      -0.053      -0.01      ]","[ 0.06716303  0.10604301  0.09698901 ..., -0.061      -0.054      -0.032     ]"
"[-0.06520789 -0.34367845  0.20718039 ...,  0.06650001 -0.0385     -0.0465    ]","[ 0.05089474  0.0255608  -0.09731221 ...,  0.04900001 -0.077       0.018     ]","[ 0.21508644  0.19953724  0.06907463 ...,  0.00799999 -0.033      -0.112     ]","[ 0.29797113  0.03103672 -0.33609268 ..., -0.028       0.015       0.05199999]","[-0.09201168 -0.24895641 -0.03053546 ...,  0.03        0.016      -0.191     ]","[ 0.06400436 -0.39857944 -0.12000992 ..., -0.02500001 -0.041       0.02500002]","[ -6.44684938e-02   3.57072415e-05   2.80605150e-01 ...,  -4.99999917e-03
   7.49999995e-02  -1.19000000e-01]","[ 0.08482041  0.34471609  0.21118864 ...,  0.0435     -0.0295     -0.1115    ]","[-0.23854404  0.25281445  0.04006373 ...,  0.0485     -0.0545     -0.0095    ]","[ 0.06666303  0.10554301  0.09748901 ..., -0.0615     -0.0535     -0.0325    ]"
"[-0.06070789 -0.33917845  0.20368039 ...,  0.06400001 -0.037      -0.049     ]","[ 0.05089474  0.0265608  -0.09631221 ...,  0.05000001 -0.077       0.019     ]","[ 0.21608644  0.20153724  0.07107463 ...,  0.00499999 -0.034      -0.111     ]","[ 0.29897113  0.03003673 -0.33509268 ..., -0.027       0.014       0.05299999]","[-0.08801168 -0.24795641 -0.03353546 ...,  0.033       0.011      -0.196     ]","[ 0.06500436 -0.39957944 -0.11900992 ..., -0.02400001 -0.04        0.02600002]","[-0.06246849  0.00203571  0.27760515 ..., -0.001       0.074      -0.117     ]","[ 0.08232041  0.3402161   0.21268864 ...,  0.042      -0.03       -0.115     ]","[-0.24004404  0.25131445  0.04256373 ...,  0.049      -0.056      -0.007     ]","[ 0.06816303  0.10304301  0.09898901 ..., -0.06       -0.053      -0.027     ]"
"[-0.05770789 -0.33517845  0.20068039 ...,  0.06500001 -0.036      -0.051     ]","[ 0.04789474  0.0235608  -0.09931221 ...,  0.05200001 -0.075       0.024     ]","[ 0.21708644  0.20153724  0.07407463 ...,  0.00399999 -0.035      -0.109     ]","[ 0.30197113  0.03003673 -0.33409268 ..., -0.027       0.013       0.05599999]","[-0.08901168 -0.24895641 -0.03253547 ...,  0.034       0.01       -0.195     ]","[ 0.06500436 -0.40057944 -0.11500992 ..., -0.02500001 -0.04        0.02700002]","[-0.06146849  0.00303571  0.27660515 ..., -0.002       0.073      -0.116     ]","[ 0.07932041  0.3422161   0.21168864 ...,  0.042      -0.03       -0.115     ]","[-0.24404404  0.24931445  0.04656373 ...,  0.052      -0.058      -0.003     ]","[ 0.06616303  0.10204301  0.09898901 ..., -0.058      -0.05       -0.024     ]"
"[-0.05670789 -0.33417845  0.20068039 ...,  0.06500001 -0.035      -0.05      ]","[ 0.04489474  0.0205608  -0.10131221 ...,  0.05500001 -0.073       0.028     ]","[ 0.21758644  0.20303724  0.07657463 ...,  0.00249999 -0.0345     -0.1085    ]","[ 0.30547113  0.02753673 -0.33559268 ..., -0.0265      0.0125      0.05949999]","[-0.08801168 -0.25195641 -0.03353547 ...,  0.033       0.006      -0.19      ]","[ 0.06650436 -0.40207944 -0.11250992 ..., -0.02350001 -0.0375      0.03050002]","[-0.05846849  0.00403571  0.27560515 ...,  0.002       0.073      -0.113     ]","[ 0.07932041  0.3432161   0.21168864 ...,  0.042      -0.03       -0.115     ]","[ -2.47044036e-01   2.48314451e-01   4.85637276e-02 ...,   5.30000027e-02
  -5.80000033e-02   1.39332919e-09]","[ 0.06716303  0.10104301  0.09998901 ..., -0.057      -0.051      -0.023     ]"
"[-0.05370789 -0.33217845  0.20468039 ...,  0.06600001 -0.033      -0.048     ]","[ 0.04439474  0.0200608  -0.10181221 ...,  0.05550001 -0.0735      0.0285    ]","[ 0.21908644  0.20053724  0.07407463 ...,  0.00099999 -0.032      -0.11      ]","[ 0.30597113  0.02703673 -0.33409268 ..., -0.026       0.012       0.06099999]","[-0.08851168 -0.25445641 -0.03203547 ...,  0.0315      0.0015     -0.1885    ]","[ 0.06500436 -0.40157944 -0.11400992 ..., -0.02400001 -0.036       0.03100002]","[-0.05846849  0.00503571  0.27560515 ...,  0.003       0.074      -0.112     ]","[ 0.07632041  0.3422161   0.21568864 ...,  0.041      -0.025      -0.116     ]","[-0.24804404  0.24731445  0.05056373 ...,  0.055      -0.055      -0.002     ]","[ 0.07116303  0.09804301  0.10298901 ..., -0.057      -0.052      -0.021     ]"
"[-0.05070789 -0.33117845  0.20968039 ...,  0.06700001 -0.032      -0.045     ]","[ 0.04689474  0.0205608  -0.09831221 ...,  0.06100001 -0.074       0.033     ]","[ 0.22008644  0.19853724  0.07507463 ..., -0.00300001 -0.031      -0.111     ]","[ 0.30797113  0.02303673 -0.33309268 ..., -0.023       0.01        0.06399999]","[-0.08801168 -0.25395642 -0.03053547 ...,  0.03        0.002      -0.187     ]","[ 0.06000436 -0.39857944 -0.11700992 ..., -0.02600001 -0.032       0.03100002]","[-0.05796849  0.00453571  0.27510515 ...,  0.0035      0.0735     -0.1115    ]","[ 0.07532041  0.3392161   0.21468864 ...,  0.04       -0.02       -0.119     ]","[-0.25104404  0.24831445  0.05456373 ...,  0.059      -0.05       -0.005     ]","[ 0.07566303  0.09354301  0.10448901 ..., -0.0555     -0.0505     -0.0165    ]"
"[-0.05020789 -0.33167845  0.21018039 ...,  0.06750001 -0.0315     -0.0445    ]","[ 0.04889474  0.0205608  -0.09531221 ...,  0.06500001 -0.072       0.036     ]","[ 0.22108644  0.19753724  0.07507463 ..., -0.00400001 -0.029      -0.11      ]","[ 0.30897113  0.02103673 -0.33209268 ..., -0.022       0.009       0.06499999]","[-0.08701168 -0.25295642 -0.03053547 ...,  0.028       0.003      -0.184     ]","[ 0.06100436 -0.39757944 -0.11800992 ..., -0.02800001 -0.031       0.03000002]","[-0.05946849  0.00603571  0.27460515 ...,  0.005       0.071      -0.109     ]","[ 0.07632041  0.3402161   0.21368864 ...,  0.041      -0.019      -0.12      ]","[-0.25254404  0.24781445  0.05606373 ...,  0.0615     -0.0485     -0.0055    ]","[ 0.07416303  0.09304301  0.10298901 ..., -0.054      -0.05       -0.015     ]"
"[-0.04470789 -0.32617845  0.21068039 ...,  0.07000001 -0.027      -0.04      ]","[ 0.04989474  0.0215608  -0.09431221 ...,  0.06600001 -0.071       0.037     ]","[ 0.22308644  0.19853724  0.07907463 ..., -0.00300001 -0.028      -0.112     ]","[ 0.30797113  0.02203673 -0.33109268 ..., -0.02        0.009       0.06699999]","[-0.08601168 -0.25295642 -0.03053547 ...,  0.026       0.002      -0.183     ]","[ 0.06000436 -0.39657944 -0.11900992 ..., -0.02600001 -0.029       0.02800002]","[-0.06146849  0.00703571  0.27460515 ...,  0.007       0.07       -0.108     ]","[ 0.07832041  0.3442161   0.21168864 ...,  0.044      -0.018      -0.122     ]","[-0.25304404  0.24531445  0.05956373 ...,  0.063      -0.05       -0.003     ]","[ 0.07516303  0.09404301  0.09898901 ..., -0.052      -0.048      -0.013     ]"
"[-0.03970789 -0.32317845  0.20968039 ...,  0.07200001 -0.023      -0.036     ]","[ 0.05089474  0.0235608  -0.09131221 ...,  0.07000001 -0.07        0.039     ]","[ 0.22508644  0.20053724  0.08207463 ..., -0.00600001 -0.025      -0.116     ]","[ 0.30897113  0.02203673 -0.32909268 ..., -0.02        0.01        0.06599999]","[ -8.70116760e-02  -2.50956416e-01  -2.95354671e-02 ...,   2.40000034e-02
   3.03956746e-09  -1.83999996e-01]","[ 0.05900436 -0.39457944 -0.11800992 ..., -0.02400001 -0.024       0.02400002]","[-0.06046849  0.00603571  0.27560515 ...,  0.008       0.069      -0.109     ]","[ 0.07732041  0.3452161   0.21268864 ...,  0.043      -0.019      -0.123     ]","[ -2.55044035e-01   2.45314451e-01   5.85637266e-02 ...,   6.50000027e-02
  -5.30000033e-02   1.35792737e-09]","[ 0.07616303  0.09404301  0.09598901 ..., -0.051      -0.045      -0.011     ]"
"[-0.03870789 -0.32217845  0.20868039 ...,  0.07100001 -0.024      -0.035     ]","[ 0.05539474  0.0270608  -0.08681221 ...,  0.07250001 -0.0665      0.0415    ]","[ 0.22558644  0.20003724  0.08257463 ..., -0.00650001 -0.0255     -0.1165    ]","[ 0.30847113  0.02153673 -0.32759268 ..., -0.0185      0.0105      0.06549999]","[-0.08901168 -0.24795642 -0.02953547 ...,  0.024      -0.005      -0.183     ]","[ 0.05950436 -0.39407944 -0.11750992 ..., -0.02550001 -0.0235      0.02150002]","[-0.05946849  0.00503571  0.27560515 ...,  0.011       0.065      -0.113     ]","[ 0.07732041  0.3482161   0.21568864 ...,  0.045      -0.022      -0.123     ]","[-0.25604404  0.24431445  0.05856373 ...,  0.065      -0.055       0.002     ]","[ 0.07816303  0.09204301  0.09598901 ..., -0.05       -0.046      -0.011     ]"
"[-0.03870789 -0.32517845  0.20768039 ...,  0.06600001 -0.027      -0.03      ]","[ 0.05689474  0.0265608  -0.08731221 ...,  0.07200001 -0.065       0.043     ]","[ 0.22908644  0.20053724  0.08507463 ..., -0.008      -0.025      -0.116     ]","[ 0.30997113  0.02203673 -0.32809267 ..., -0.016       0.01        0.06499999]","[-0.09251168 -0.24845642 -0.02803547 ...,  0.0265     -0.0075     -0.1835    ]","[ 0.05700436 -0.39357944 -0.11700992 ..., -0.02500001 -0.021       0.02300002]","[-0.05896849  0.00253571  0.27510515 ...,  0.0125      0.0625     -0.1145    ]","[ 0.07682041  0.3487161   0.21618864 ...,  0.0475     -0.0235     -0.1245    ]","[-0.25904404  0.24231445  0.06056373 ...,  0.061      -0.055      -0.001     ]","[ 0.07716303  0.09204301  0.09498901 ..., -0.051      -0.048      -0.01      ]"
